Station,Year,Month,Tmax (Celcius),Tmin (Celcius),Af, Rain (mm), Sun (hours)
Bradford,1984,5,14.1,5.1,1.0,32.5,162.1
Bradford,1984,6,17.9,9.9,0.0,38.6,167.4
Bradford,1984,7,21.2,11.4,0.0,15.2,214.5
Bradford,1984,8,21.5,12.3,0.0,49.6,168.6
Bradford,1984,9,15.7,9.8,0.0,131.6,88.8
Bradford,1984,10,13.9,7.4,0.0,105.6,86.8
Bradford,1984,11,9.4,5.6,0.0,156.4,36.0
Bradford,1984,12,7.1,2.3,7.0,45.7,32.9
Bradford,1985,1,3.2,-1.7,23.0,84.1,26.4
Bradford,1985,2,5.0,-0.6,15.0,7.1,56.0
Bradford,1985,3,7.6,1.1,12.0,54.6,102.6
Bradford,1985,4,10.8,4.4,2.0,85.0,103.2
Bradford,1985,5,13.7,6.2,0.0,70.1,124.9
Bradford,1985,6,15.7,8.2,0.0,47.8,155.4
Bradford,1985,7,19.1,12.0,0.0,51.7,135.7
Bradford,1985,8,17.2,11.0,0.0,98.9,135.2
Bradford,1985,9,17.5,10.6,0.0,41.6,102.2
Bradford,1985,10,13.7,8.3,0.0,30.7,79.0
Bradford,1985,11,6.1,0.5,12.0,60.0,60.0
Bradford,1985,12,7.7,3.2,8.0,90.1,20.5
Bradford,1986,1,5.1,0.1,14.0,145.7,44.5
Bradford,1986,2,0.6,-2.8,24.0,22.2,51.0
Bradford,1986,3,7.8,1.5,5.0,77.6,108.5
Bradford,1986,4,8.2,2.2,2.0,129.5,90.3
Bradford,1986,5,14.6,7.4,0.0,86.4,166.4
Bradford,1986,6,18.2,9.8,0.0,40.4,168.0
Bradford,1986,7,18.6,11.5,0.0,38.7,144.9
Bradford,1986,8,15.9,9.3,0.0,128.9,117.2
Bradford,1986,9,15.2,6.9,0.0,7.1,167.3
Bradford,1986,10,13.5,6.9,0.0,84.4,93.4
Bradford,1986,11,10.5,4.6,0.0,87.8,69.2
Bradford,1986,12,8.2,2.9,3.0,140.7,37.4
Bradford,1987,1,2.9,-1.5,19.0,37.1,31.0
Bradford,1987,2,6.2,0.3,14.0,46.2,48.2
Bradford,1987,3,6.6,1.1,13.0,94.0,90.0
Bradford,1987,4,13.3,6.0,0.0,67.4,126.8
Bradford,1987,5,13.5,5.7,0.0,29.4,170.1
Bradford,1987,6,15.1,9.0,0.0,104.4,79.0
Bradford,1987,7,18.7,11.8,0.0,68.9,141.3
Bradford,1987,8,18.0,11.8,0.0,55.9,104.9
Bradford,1987,9,16.5,9.3,0.0,57.6,133.5
Bradford,1987,10,12.0,5.8,0.0,113.7,81.1
Bradford,1987,11,8.2,4.3,3.0,69.6,36.3
Bradford,1987,12,7.5,3.4,6.0,48.2,19.4
Bradford,1988,1,7.0,1.9,3.0,134.5,38.9
Bradford,1988,2,7.1,1.8,6.0,89.4,84.1
Bradford,1988,3,8.6,2.4,6.0,85.7,84.2
Bradford,1988,4,11.1,4.5,2.0,35.0,94.6
Bradford,1988,5,15.1,6.9,0.0,54.7,164.0
Bradford,1988,6,18.0,10.1,0.0,58.6,139.8
Bradford,1988,7,17.6,11.4,0.0,124.6,120.9
Bradford,1988,8,18.1,11.4,0.0,88.0,161.5
Bradford,1988,9,15.3,9.1,0.0,41.8,130.8
Bradford,1988,10,12.5,6.8,2.0,115.5,96.6
Bradford,1988,11,8.3,2.0,9.0,43.6,83.8
Bradford,1988,12,9.4,4.9,1.0,53.5,46.7
Bradford,1989,1,8.9,3.7,2.0,27.1,56.3
Bradford,1989,2,8.6,2.9,2.0,92.1,98.0
Bradford,1989,3,10.4,3.5,4.0,78.6,95.8
Bradford,1989,4,8.8,2.8,4.0,90.9,91.1
Bradford,1989,5,17.0,7.6,0.0,23.9,219.0
Bradford,1989,6,19.0,9.2,0.0,75.0,203.0
Bradford,1989,7,21.4,12.5,0.0,39.9,229.5
Bradford,1989,8,19.6,11.5,0.0,27.0,184.7
Bradford,1989,9,17.7,10.1,0.0,12.4,118.1
Bradford,1989,10,13.8,7.6,0.0,85.8,73.0
Bradford,1989,11,8.5,3.7,5.0,53.2,54.6
Bradford,1989,12,6.9,2.4,3.0,101.4,14.0
Bradford,1990,1,8.7,3.4,0.0,153.9,43.2
Bradford,1990,2,9.3,3.9,1.0,131.1,62.0
Bradford,1990,3,11.3,4.6,4.0,32.3,112.4
Bradford,1990,4,11.9,3.2,4.0,28.0,173.2
Bradford,1990,5,16.5,6.8,0.0,37.4,170.8
Bradford,1990,6,16.4,9.3,0.0,69.9,90.6
Bradford,1990,7,20.3,11.0,0.0,45.6,231.2
Bradford,1990,8,21.4,12.3,0.0,46.2,159.9
Bradford,1990,9,15.6,8.2,0.0,34.7,105.9
Bradford,1990,10,13.7,7.9,0.0,109.0,58.7
Bradford,1990,11,8.7,3.8,2.0,57.4,50.6
Bradford,1990,12,6.5,1.3,4.0,121.0,25.8
Bradford,1991,1,5.3,-0.5,16.0,106.0,45.7
Bradford,1991,2,4.9,-1.9,21.0,80.1,47.5
Bradford,1991,3,10.2,4.4,2.0,71.5,36.0
Bradford,1991,4,11.0,4.0,1.0,56.0,118.3
Bradford,1991,5,13.8,6.7,0.0,8.5,95.1
Bradford,1991,6,14.8,7.7,0.0,136.1,108.1
Bradford,1991,7,21.2,12.6,0.0,30.7,158.4
Bradford,1991,8,20.8,11.8,0.0,16.9,163.0
Bradford,1991,9,18.2,9.5,0.0,35.9,153.6
Bradford,1991,10,12.2,7.0,0.0,65.5,68.0
Bradford,1991,11,8.8,3.2,4.0,105.6,51.3
Bradford,1991,12,7.4,1.9,9.0,97.4,14.1
Bradford,1992,1,6.0,0.6,15.0,62.0,30.2
Bradford,1992,2,8.5,2.6,4.0,45.9,57.5
Bradford,1992,3,9.7,3.7,0.0,94.9,68.7
Bradford,1992,4,11.5,4.9,1.0,55.3,102.5
Bradford,1992,5,17.0,7.9,0.0,32.2,203.5
Bradford,1992,6,19.7,10.8,0.0,30.9,176.7
Bradford,1992,7,19.2,11.8,0.0,50.3,147.5
Bradford,1992,8,18.0,10.7,0.0,110.2,161.5
Bradford,1992,9,15.5,9.2,0.0,69.0,94.2
Bradford,1992,10,9.7,4.1,6.0,79.6,67.7
Bradford,1992,11,9.8,2.9,5.0,124.9,32.6
Bradford,1992,12,5.8,1.1,12.0,75.7,7.2
Bradford,1993,1,8.1,1.7,4.0,119.4,17.5
Bradford,1993,2,6.9,2.4,5.0,13.7,42.4
Bradford,1993,3,9.4,2.6,6.0,12.9,83.5
Bradford,1993,4,12.1,5.6,0.0,105.5,104.5
Bradford,1993,5,14.4,6.6,0.0,94.2,133.0
Bradford,1993,6,18.5,10.0,0.0,36.8,161.9
Bradford,1993,7,18.0,11.3,0.0,59.2,147.9
Bradford,1993,8,18.2,9.8,0.0,69.0,139.3
Bradford,1993,9,15.1,8.5,0.0,161.9,82.0
Bradford,1993,10,10.6,4.3,6.0,51.2,79.8
Bradford,1993,11,6.2,1.2,14.0,44.4,26.9
Bradford,1993,12,7.2,1.7,11.0,183.7,17.6
Bradford,1994,1,7.0,1.4,9.0,130.6,31.7
Bradford,1994,2,4.4,-0.6,15.0,83.0,37.0
Bradford,1994,3,9.7,3.8,0.0,84.2,112.5
Bradford,1994,4,11.9,4.5,3.0,69.0,159.7
Bradford,1994,5,13.9,5.9,0.0,41.0,122.3
Bradford,1994,6,17.9,9.9,0.0,21.4,171.2
Bradford,1994,7,22.1,12.2,0.0,42.5,173.7
Bradford,1994,8,18.4,11.2,0.0,54.8,146.5
Bradford,1994,9,14.7,8.3,0.0,92.2,102.6
Bradford,1994,10,12.7,6.2,1.0,80.0,91.3
Bradford,1994,11,11.2,6.4,0.0,120.1,49.8
Bradford,1994,12,8.7,3.0,6.0,147.8,49.0
Bradford,1995,1,6.5,0.8,10.0,141.0,49.2
Bradford,1995,2,8.5,2.7,4.0,122.8,79.6
Bradford,1995,3,7.9,1.5,9.0,74.7,138.4
Bradford,1995,4,12.0,4.1,4.0,28.4,169.5
Bradford,1995,5,15.6,6.5,2.0,55.9,179.8
Bradford,1995,6,17.6,9.4,0.0,11.0,169.7
Bradford,1995,7,22.7,13.7,0.0,16.6,208.8
Bradford,1995,8,23.3,12.3,0.0,6.7,239.4
Bradford,1995,9,16.7,9.5,0.0,67.7,107.4
Bradford,1995,10,15.8,8.2,0.0,22.9,114.3
Bradford,1995,11,9.9,4.3,6.0,41.8,53.5
Bradford,1995,12,3.9,0.1,16.0,57.4,27.3
Bradford,1996,1,5.1,2.1,8.0,42.4,10.3
Bradford,1996,2,4.8,-0.3,17.0,67.3,75.7
Bradford,1996,3,5.4,1.4,7.0,39.4,28.2
Bradford,1996,4,12.1,4.6,5.0,55.2,83.8
Bradford,1996,5,12.4,4.9,2.0,49.5,145.8
Bradford,1996,6,17.9,9.2,0.0,64.9,217.8
Bradford,1996,7,20.1,11.2,0.0,39.9,217.8
Bradford,1996,8,20.2,12.1,0.0,102.4,165.6
Bradford,1996,9,16.1,9.7,0.0,33.4,94.5
Bradford,1996,10,14.4,7.7,0.0,67.4,96.7
Bradford,1996,11,7.9,2.4,13.0,136.3,78.2
Bradford,1996,12,4.7,0.8,9.0,97.1,35.1
Bradford,1997,1,5.2,0.1,16.0,6.3,38.1
Bradford,1997,2,9.0,3.4,1.0,119.9,71.0
Bradford,1997,3,11.2,4.7,2.0,35.9,108.8
Bradford,1997,4,12.0,4.7,3.0,25.6,126.7
Bradford,1997,5,15.4,6.3,0.0,61.6,205.1
Bradford,1997,6,16.6,9.8,0.0,143.0,120.9
Bradford,1997,7,20.7,12.1,0.0,60.3,192.1
Bradford,1997,8,22.1,13.4,0.0,63.3,169.1
Bradford,1997,9,16.4,10.1,0.0,21.6,121.6
Bradford,1997,10,12.6,5.9,4.0,44.5,101.6
Bradford,1997,11,10.1,5.7,0.0,92.2,25.0
Bradford,1997,12,8.0,3.3,6.0,105.1,25.5
Bradford,1998,1,7.1,2.2,5.0,142.6,41.8
Bradford,1998,2,10.3,5.2,4.0,25.9,67.7
Bradford,1998,3,10.6,4.1,2.0,111.7,75.6
Bradford,1998,4,10.4,3.9,4.0,124.2,100.9
Bradford,1998,5,16.7,7.9,0.0,46.0,164.2
Bradford,1998,6,16.9,10.2,0.0,133.9,105.7
Bradford,1998,7,18.0,11.5,0.0,53.5,137.1
Bradford,1998,8,19.1,11.3,0.0,44.5,157.2
Bradford,1998,9,17.2,10.8,0.0,75.7,88.8
Bradford,1998,10,12.8,6.7,1.0,148.7,104.1
Bradford,1998,11,8.8,2.7,5.0,74.3,62.5
Bradford,1998,12,8.3,2.1,7.0,61.9,38.2
Bradford,1999,1,8.0,2.6,4.0,109.1,49.6
Bradford,1999,2,7.7,2.4,7.0,49.8,78.4
Bradford,1999,3,10.0,3.8,2.0,76.4,101.8
Bradford,1999,4,12.9,5.3,3.0,77.9,129.0
Bradford,1999,5,16.5,8.5,0.0,79.9,142.1
Bradford,1999,6,17.2,9.0,0.0,75.8,161.9
Bradford,1999,7,21.5,12.9,0.0,23.3,207.9
Bradford,1999,8,19.5,11.8,0.0,58.7,115.4
Bradford,1999,9,19.7,11.0,0.0,113.1,162.8
Bradford,1999,10,13.6,7.1,0.0,93.3,87.7
Bradford,1999,11,10.2,5.0,3.0,33.5,64.0
Bradford,1999,12,7.1,1.5,9.0,180.4,44.0
Bradford,2000,1,7.6,2.3,4.0,71.6,63.9
Bradford,2000,2,8.9,3.0,4.0,72.0,81.9
Bradford,2000,3,10.5,3.7,5.0,53.2,115.1
Bradford,2000,4,11.3,3.8,4.0,120.7,116.0
Bradford,2000,5,16.0,7.0,0.0,50.3,164.6
Bradford,2000,6,18.0,10.5,0.0,76.0,154.7
Bradford,2000,7,18.1,10.7,0.0,44.9,112.8
Bradford,2000,8,20.1,11.9,0.0,63.9,160.0
Bradford,2000,9,17.4,10.2,0.0,139.9,96.9
Bradford,2000,10,13.0,6.7,0.0,158.5,92.6
Bradford,2000,11,8.8,3.8,0.0,168.2,45.9
Bradford,2000,12,7.1,2.8,7.0,123.3,38.4
Bradford,2001,1,5.3,0.3,15.0,53.3,71.7
Bradford,2001,2,7.1,0.1,15.0,93.4,84.8
Bradford,2001,3,7.6,0.7,9.0,47.9,101.1
Bradford,2001,4,10.6,3.5,1.0,88.8,109.9
Bradford,2001,5,16.8,7.2,0.0,50.5,204.4
Bradford,2001,6,17.2,9.4,0.0,40.3,148.2
Bradford,2001,7,20.6,12.4,0.0,32.0,164.6
Bradford,2001,8,20.1,12.1,0.0,78.5,153.1
Bradford,2001,9,15.8,9.8,0.0,80.3,79.5
Bradford,2001,10,15.8,10.0,0.0,127.4,99.5
Bradford,2001,11,10.5,4.2,2.0,36.1,53.4
Bradford,2001,12,6.5,0.4,15.0,54.8,46.8
Bradford,2002,1,8.2,2.3,7.0,70.9,31.0
Bradford,2002,2,9.3,3.4,1.0,191.8,63.0
Bradford,2002,3,10.7,3.6,2.0,46.0,113.9
Bradford,2002,4,13.2,4.7,3.0,45.4,187.7
Bradford,2002,5,15.4,8.2,0.0,68.6,148.5
Bradford,2002,6,17.8,10.8,0.0,49.2,147.8
Bradford,2002,7,19.1,11.5,0.0,114.6,135.0
Bradford,2002,8,20.2,13.0,0.0,120.4,135.7
Bradford,2002,9,17.5,10.3,0.0,20.2,130.6
Bradford,2002,10,12.4,5.9,2.0,112.8,79.2
Bradford,2002,11,10.0,5.2,0.0,108.1,36.0
Bradford,2002,12,6.5,3.1,3.0,136.2,32.5
Bradford,2003,1,6.8,1.9,9.0,49.1,71.1
Bradford,2003,2,6.5,0.0,16.0,38.7,89.8
Bradford,2003,3,11.5,2.6,4.0,44.5,162.6
Bradford,2003,4,14.1,5.0,3.0,53.3,190.1
Bradford,2003,5,15.9,8.1,0.0,80.7,167.3
Bradford,2003,6,19.9,11.3,0.0,81.8,188.9
Bradford,2003,7,21.2,13.5,0.0,60.2,101.8
Bradford,2003,8,21.6,12.8,0.0,9.6,179.9
Bradford,2003,9,18.6,8.9,0.0,34.6,142.0
Bradford,2003,10,12.1,5.6,1.0,35.2,120.8
Bradford,2003,11,10.5,4.8,3.0,71.2,50.6
Bradford,2003,12,7.3,1.2,16.0,76.2,48.2
Bradford,2004,1,7.4,2.6,7.0,116.7,52.2
Bradford,2004,2,7.9,2.8,8.0,53.3,87.4
Bradford,2004,3,9.5,3.0,4.0,44.3,93.3
Bradford,2004,4,12.8,6.0,1.0,84.0,98.9
Bradford,2004,5,16.0,7.3,0.0,38.7,184.4
Bradford,2004,6,18.7,10.8,0.0,56.5,174.6
Bradford,2004,7,18.9,11.6,0.0,40.8,140.5
Bradford,2004,8,20.5,13.3,0.0,189.9,148.9
Bradford,2004,9,17.6,10.6,0.0,35.4,162.8
Bradford,2004,10,12.9,7.1,0.0,122.2,93.5
Bradford,2004,11,10.0,4.9,4.0,35.3,44.8
Bradford,2004,12,8.2,2.6,5.0,49.9,51.3
Bradford,2005,1,8.8,3.0,5.0,84.8,34.8
Bradford,2005,2,6.7,1.9,9.0,51.6,69.0
Bradford,2005,3,9.7,4.1,3.0,22.9,65.1
Bradford,2005,4,12.4,4.4,2.0,96.7,130.2
Bradford,2005,5,15.2,6.6,0.0,37.8,208.7
Bradford,2005,6,19.3,10.7,0.0,35.8,172.7
Bradford,2005,7,20.3,12.5,0.0,65.2,154.9
Bradford,2005,8,20.1,11.6,0.0,47.5,168.6
Bradford,2005,9,18.3,10.6,0.0,66.4,134.4
Bradford,2005,10,15.1,9.9,0.0,103.8,52.7
Bradford,2005,11,9.4,2.9,11.0,59.8,94.4
Bradford,2005,12,7.2,1.3,12.0,53.8,41.4
Bradford,2006,1,6.3,1.9,7.0,16.3,29.0
Bradford,2006,2,6.5,1.5,9.0,40.4,71.3
Bradford,2006,3,7.4,1.1,12.0,113.2,87.2
Bradford,2006,4,11.5,4.6,2.0,52.5,160.9
Bradford,2006,5,17.4,8.7,0.0,62.8,163.0
Bradford,2006,6,20.4,11.0,0.0,11.6,164.4
Bradford,2006,7,24.8,13.6,0.0,29.5,265.4
Bradford,2006,8,19.1,12.3,0.0,92.7,121.4
Bradford,2006,9,19.6,12.3,0.0,82.7,131.6
Bradford,2006,10,15.4,9.3,0.0,89.6,89.8
Bradford,2006,11,11.0,4.8,2.0,78.6,85.7
Bradford,2006,12,8.5,4.1,0.0,133.5,42.9
Bradford,2007,1,9.3,3.8,5.0,142.4,58.5
Bradford,2007,2,8.6,2.9,8.0,103.4,80.3
Bradford,2007,3,10.3,3.5,2.0,49.4,125.9
Bradford,2007,4,15.1,6.5,0.0,4.2,194.8
Bradford,2007,5,15.3,7.8,0.0,68.8,130.5
Bradford,2007,6,18.1,10.8,0.0,261.4,127.7
Bradford,2007,7,18.4,11.4,0.0,93.3,161.9
Bradford,2007,8,19.2,11.4,0.0,34.3,173.0
Bradford,2007,9,17.2,9.8,0.0,49.4,131.4
Bradford,2007,10,14.1,7.0,0.0,27.9,97.6
Bradford,2007,11,10.5,4.2,3.0,65.4,73.7
Bradford,2007,12,7.1,2.1,10.0,102.3,36.4
Bradford,2008,1,8.9,3.6,5.0,214.4,38.3
Bradford,2008,2,9.0,1.2,8.0,55.3,98.9
Bradford,2008,3,8.7,2.5,3.0,91.4,108.0
Bradford,2008,4,11.0,4.0,3.0,66.8,103.8
Bradford,2008,5,17.1,8.2,0.0,25.2,158.9
Bradford,2008,6,17.7,9.8,0.0,72.6,170.2
Bradford,2008,7,19.8,12.6,0.0,139.5,155.0
Bradford,2008,8,19.1,13.1,0.0,130.8,98.2
Bradford,2008,9,16.7,10.3,0.0,104.1,98.5
Bradford,2008,10,12.7,6.4,2.0,76.3,119.4
Bradford,2008,11,8.5,4.4,3.0,50.0,55.0
Bradford,2008,12,5.7,1.1,12.0,80.4,52.2
Bradford,2009,1,5.7,0.8,9.0,56.9,46.8
Bradford,2009,2,6.1,1.9,11.0,25.0,42.4
Bradford,2009,3,10.0,3.3,4.0,29.6,141.4
Bradford,2009,4,13.9,5.5,0.0,36.9,137.9
Bradford,2009,5,15.4,7.6,0.0,76.2,187.7
Bradford,2009,6,18.9,10.3,0.0,51.0,180.9
Bradford,2009,7,19.4,12.4,0.0,150.7,158.1
Bradford,2009,8,19.9,12.8,0.0,55.3,137.7
Bradford,2009,9,16.9,10.6,0.0,27.4,127.4
Bradford,2009,10,14.0,7.6,0.0,64.9,79.2
Bradford,2009,11,10.0,5.3,0.0,215.2,55.9
Bradford,2009,12,5.1,0.6,13.0,60.9,48.6
Bradford,2010,1,2.9,-0.8,15.0,51.9,48.6
Bradford,2010,2,4.0,-0.8,17.0,55.8,44.7
Bradford,2010,3,9.3,2.3,9.0,81.9,127.1
Bradford,2010,4,13.0,4.2,1.0,18.4,159.1
Bradford,2010,5,14.7,6.1,2.0,18.1,179.1
Bradford,2010,6,19.7,10.5,0.0,37.6,204.4
Bradford,2010,7,20.0,13.0,0.0,76.0,104.4
Bradford,2010,8,18.8,11.1,0.0,47.7,149.5
Bradford,2010,9,17.3,10.3,0.0,76.9,122.1
Bradford,2010,10,13.1,6.9,1.0,74.5,114.1
Bradford,2010,11,7.3,2.5,9.0,138.3,68.1
Bradford,2010,12,2.3,-3.7,22.0,24.6,41.6
Bradford,2011,1,5.9,1.0,12.0,46.8,52.4
Bradford,2011,2,8.5,3.6,1.0,114.2,44.6
Bradford,2011,3,10.0,2.5,5.0,10.0,132.0
Bradford,2011,4,16.2,6.7,0.0,2.0,206.7
Bradford,2011,5,15.4,7.9,0.0,36.8,176.2
Bradford,2011,6,18.2,9.3,0.0,50.4,203.7
Bradford,2011,7,19.5,10.5,0.0,39.4,173.3
Bradford,2011,8,18.6,11.2,0.0,52.4,161.2
Bradford,2011,9,18.3,10.8,0.0,41.2,141.9
Bradford,2011,10,15.1,8.3,0.0,74.0,88.4
Bradford,2011,11,11.3,6.1,1.0,54.4,47.8
Bradford,2011,12,7.7,2.9,4.0,141.4,32.6
Bradford,2012,1,7.4,2.0,7.0,106.0,56.3
Bradford,2012,2,6.8,1.8,11.0,29.6,53.6
Bradford,2012,3,12.6,4.6,1.0,12.4,161.5
Bradford,2012,4,10.1,3.1,3.0,153.5,94.8
Bradford,2012,5,15.7,6.8,1.0,49.8,198.1
Bradford,2012,6,16.5,9.7,0.0,164.0,101.2
Bradford,2012,7,18.6,11.9,0.0,115.6,138.3
Bradford,2012,8,19.8,11.9,0.0,127.8,137.8
Bradford,2012,9,16.0,9.0,0.0,136.8,140.9
Bradford,2012,10,11.8,5.2,0.0,78.2,102.1
Bradford,2012,11,9.1,3.8,5.0,104.8,57.9
Bradford,2012,12,6.6,1.6,11.0,154.6,48.3
Bradford,2013,1,5.2,1.2,16.0,87.8,23.1
Bradford,2013,2,5.2,0.3,13.0,42.4,70.4
Bradford,2013,3,4.4,-0.6,20.0,62.4,66.9
Bradford,2013,4,11.1,3.2,5.0,27.2,164.8
Bradford,2013,5,14.7,6.4,0.0,55.8,168.2
Bradford,2013,6,17.8,9.4,0.0,22.0,196.0
Bradford,2013,7,23.1,13.0,0.0,71.2,219.4
Bradford,2013,8,20.6,12.5,0.0,67.0,163.7
Bradford,2013,9,16.7,9.6,0.0,40.2,112.7
Bradford,2013,10,14.5,9.2,0.0,125.4,71.0
Bradford,2013,11,8.9,2.7,6.0,56.8,77.9
Bradford,2013,12,9.1,3.3,3.0,89.8,39.0
Bradford,2014,1,7.6,2.5,4.0,145.2,33.3
Bradford,2014,2,8.3,3.2,2.0,132.2,56.3
Bradford,2014,3,10.7,3.8,2.0,79.2,123.5
Bradford,2014,4,13.7,6.4,0.0,47.2,119.8
Bradford,2014,5,15.8,8.2,1.0,101.4,136.1
Bradford,2014,6,19.0,10.6,0.0,38.4,137.3
Bradford,2014,7,22.2,12.5,0.0,37.6,215.0
Bradford,2014,8,18.1,10.8,0.0,125.6,171.2
Bradford,2014,9,18.0,10.4,0.0,17.8,112.6
Bradford,2014,10,14.8,8.5,0.0,97.6,71.9
Bradford,2014,11,10.4,5.6,1.0,96.4,41.1
Bradford,2014,12,7.6,2.2,10.0,114.8,54.0
Bradford,2015,1,6.3,1.7,9.0,110.6,51.4
Bradford,2015,2,6.6,1.6,6.0,34.0,69.6
Bradford,2015,3,9.3,2.5,4.0,79.6,104.7
Bradford,2015,4,13.5,4.0,1.0,30.8,197.6
Bradford,2015,5,13.8,6.8,1.0,109.2,148.3
Bradford,2015,6,18.1,8.9,0.0,31.4,165.5
Bradford,2015,7,19.4,11.1,0.0,85.0,157.1
Bradford,2015,8,19.7,11.7,0.0,97.0,146.6
Bradford,2015,9,16.1,8.2,0.0,57.2,150.0
Bradford,2015,10,13.8,6.9,0.0,91.4,73.0
Bradford,2015,11,11.6,5.8,2.0,184.0,33.6
Bradford,2015,12,11.5,5.6,2.0,198.2,23.4
Bradford,2016,1,7.5,2.3,10.0,137.8,27.8
Bradford,2016,2,7.4,1.3,9.0,72.8,82.3
Bradford,2016,3,8.8,2.4,5.0,90.2,105.8
Bradford,2016,4,10.9,2.9,3.0,67.6,147.6
Bradford,2016,5,16.3,7.4,0.0,44.8,187.0
Bradford,2016,6,18.3,10.7,0.0,105.6,123.9
Bradford,2016,7,19.9,12.7,0.0,34.2,163.1
Bradford,2016,8,19.7,12.4,0.0,60.2,179.7
Bradford,2016,9,19.4,12.0,0.0,53.6,131.0
Bradford,2016,10,13.6,7.4,0.0,30.4,98.7
Bradford,2016,11,7.8,2.4,8.0,95.0,68.4
Bradford,2016,12,9.2,3.6,5.0,37.2,41.9
Bradford,2017,1,6.6,1.8,11.0,36.0,52.7
Bradford,2017,2,8.0,3.2,2.0,57.8,45.1
Bradford,2017,3,11.5,4.9,1.0,80.0,127.0
Bradford,2017,4,12.7,4.8,1.0,20.4,158.4
Bradford,2017,5,17.1,8.3,0.0,40.6,202.6
Bradford,2017,6,18.9,11.7,0.0,105.2,150.8
Bradford,2017,7,19.9,11.8,0.0,74.2,166.6
Bradford,2017,8,19.0,11.3,0.0,59.8,169.9
Bradford,2017,9,16.6,9.5,0.0,96.6,104.1
Bradford,2017,10,14.8,9.2,1.0,72.2,75.0
Bradford,2017,11,9.5,3.4,6.0,40.4,79.4
Bradford,2017,12,7.0,1.9,11.0,52.8,46.1
Bradford,2018,1,6.9,2.4,6.0,107.8,42.1
Bradford,2018,2,5.2,0.1,12.0,46.0,74.9
Bradford,2018,3,7.0,0.9,13.0,84.8,77.1
Bradford,2018,4,12.6,5.5,0.0,82.6,108.7
Bradford,2018,5,18.6,7.8,0.0,23.4,251.3
Bradford,2018,6,20.6,10.8,0.0,6.0,217.1
Bradford,2018,7,24.3,12.6,0.0,57.8,233.5
Bradford,2018,8,20.2,12.3,0.0,43.2,146.5
Bradford,2018,9,16.9,9.2,0.0,63.0,128.6
Bradford,2018,10,13.9,6.4,1.0,34.8,113.4
Bradford,2018,11,10.1,4.9,1.0,65.2,50.8
Bradford,2018,12,8.6,3.5,7.0,87.2,36.4
Bradford,2019,1,6.2,1.8,11.0,23.6,51.9
Bradford,2019,2,11.1,2.8,4.0,30.0,98.9
Bradford,2019,3,10.6,4.1,1.0,128.6,121.9
Bradford,2019,4,13.5,4.0,5.0,24.6,169.3
Bradford,2019,5,15.2,6.8,0.0,44.4,183.2
Bradford,2019,6,17.6,10.0,0.0,97.8,124.3
Bradford,2019,7,21.7,13.1,0.0,97.4,174.4
Bradford,2019,8,20.4,13.0,0.0,82.8,178.9
Bradford,2019,9,17.1,9.7,0.0,132.4,149.9
Bradford,2019,10,12.0,6.2,1.0,155.4,83.3
Bradford,2019,11,7.6,3.4,5.0,140.6,35.8
Bradford,2019,12,8.0,2.9,4.0,73.8,44.1
Bradford,2020,1,8.8,3.9,2.0,63.6,44.6
Bradford,2020,2,8.5,2.5,1.0,266.8,64.6
Bradford,2020,3,10.3,2.4,5.0,66.0,140.2
Bradford,2020,4,14.8,5.2,1.0,12.6,211.9
Bradford,2020,5,17.1,7.0,2.0,7.8,258.8
Bradford,2020,6,18.4,10.9,0.0,126.6,135.0
Bradford,2020,7,18.2,11.2,0.0,91.6,128.6
Bradford,2020,8,19.9,12.6,0.0,97.8,143.1
Bradford,2020,9,17.2,9.3,0.0,59.8,147.6
Bradford,2020,10,13.1,6.9,0.0,125.2,64.5
Bradford,2020,11,10.8,5.4,1.0,72.0,46.2
Bradford,2020,12,7.0,2.0,6.0,117.2,34.4
Bradford,2021,1,5.0,-0.1,14.0,133.0,39.7
Bradford,2021,2,7.2,1.8,10.0,99.6,66.4
Bradford,2021,3,10.4,4.2,1.0,71.6,108.3
Bradford,2021,4,11.2,1.1,11.0,15.6,215.8
Bradford,2021,5,14.1,5.3,0.0,123.6,146.1
Bradford,2021,6,19.9,10.5,0.0,22.4,172.5
Bradford,2021,7,21.8,13.2,0.0,106.4,189.5
Bradford,2021,8,19.1,12.4,0.0,61.0,125.7
Bradford,2021,9,19.1,11.9,0.0,52.4,132.0
Bradford,2021,10,14.7,8.5,0.0,92.8,86.4
Bradford,2021,11,10.3,4.5,4.0,43.2,60.6
Bradford,2021,12,7.7,3.0,5.0,88.5,28.3
Bradford,2022,1,7.6,2.2,9.0,38.3,74.2
Bradford,2022,2,9.0,3.1,1.0,198.3,72.1
Bradford,2022,3,11.6,3.2,5.0,38.6,162.3
Bradford,2022,4,13.1,4.4,4.0,30.8,170.6
Bradford,2022,5,16.5,8.7,0.0,48.2,141.9
Bradford,2022,6,19.4,9.9,0.0,86.8,183.5
Bradford,2022,7,21.8,13.4,0.0,43.4,171.5
Bradford,2022,8,22.7,12.6,0.0,18.4,220.4
Bradford,2022,9,18.0,10.1,0.0,62.6,121.3
Bradford,2022,10,15.2,8.8,0.0,97.2,115.2
Bradford,2022,11,10.8,5.5,3.0,113.6,39.4
Bradford,2022,12,6.2,0.4,13.0,69.2,50.3
